"state_1","District","Region","Sector","State_Region","Meals_At_Home","ricepds_v","Wheatpds_q","chicken_q","pulsep_q","wheatos_q","No_of_Meals_per_day","total_consumption"
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,3.333333333,3,3.333333333
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,5.4,3,5.4
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,5.4,3,5.4
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,3.5,3,3.5
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0.375,10,2,10.375
"HR","Bhiwani",2,"RURAL",62,60,0,10.66666667,0,0,0,2,10.66666667
"HR","Bhiwani",2,"RURAL",62,60,0,5.333333333,0,0,5,2,10.333333333
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,9.166666667,3,9.166666667
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,11,3,11
"HR","Bhiwani",2,"RURAL",62,60,0,11.66666667,0,0,0,2,11.66666667
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,7,0,0,8,2,15
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","Bhiwani",2,"RURAL",62,60,0,8.75,0,0,3.75,2,12.5
"HR","14",1,"RURAL",61,90,0,0,0,0,6,3,6
"HR","14",1,"RURAL",61,90,0,0,0,0,5.833333333,3,5.833333333
"HR","14",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","14",1,"RURAL",61,90,0,4.375,0,0,1.25,3,5.625
"HR","14",1,"RURAL",61,90,0,0,0,0,5.833333333,3,5.833333333
"HR","Hisar",2,"RURAL",62,90,0,5.833333333,0,0,0,3,5.833333333
"HR","Hisar",2,"RURAL",62,87,0,7,0,0,0,3,7
"HR","Hisar",2,"RURAL",62,90,0,8.75,0,0,0,3,8.75
"HR","Hisar",2,"RURAL",62,90,0,7,0,0,0,3,7
"HR","Hisar",2,"RURAL",62,82,0,0,0,0,8.333333333,3,8.333333333
"HR","Hisar",2,"RURAL",62,90,0,7,0,0,1,3,8
"HR","Hisar",2,"RURAL",62,90,0,5,0,0,2.142857143,3,7.142857143
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,8.333333333,3,8.333333333
"HR","14",1,"RURAL",61,90,0,0,0,0,5,3,5
"HR","14",1,"RURAL",61,90,0,0,0,0,5,3,5
"HR","14",1,"RURAL",61,90,0,0,0,0,5,3,5
"HR","14",1,"RURAL",61,90,0,0,0,0,6.25,3,6.25
"HR","14",1,"RURAL",61,90,0,0,0,0,5,3,5
"HR","14",1,"RURAL",61,90,0,8.333333333,0,0,0,3,8.333333333
"HR","14",1,"RURAL",61,81,0,0,0,0,4.285714286,3,4.285714286
"HR","14",1,"RURAL",61,90,0,0,0,0,5,3,5
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,9,2,9
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0.4,12,2,12.4
"HR","Bhiwani",2,"RURAL",62,60,0,5.833333333,0,0,3.333333333,2,9.166666666
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,9,2,9
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,7.5,3,7.5
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,11.25,2,11.25
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,11.25,2,11.25
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,11,2,11
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,11,2,11
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10.71428571,2,10.71428571
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,8.333333333,3,8.333333333
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,7.142857143,2,7.142857143
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,6,3,6
"HR","Hisar",2,"RURAL",62,84,0,0,0,0,9,3,9
"HR","Hisar",2,"RURAL",62,75,0,0,0,0,8.333333333,3,8.333333333
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,7.142857143,2,7.142857143
"HR","Hisar",2,"RURAL",62,90,0,7.5,0,0,2.5,3,10
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,18,2,18
"HR","Bhiwani",2,"RURAL",62,60,0,7,0,0,3,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,5.833333333,0,0,5.833333333,2,11.666666666
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","Bhiwani",2,"RURAL",62,60,0,5.833333333,0,0,5.833333333,2,11.666666666
"HR","Bhiwani",2,"RURAL",62,60,0,11.66666667,0,0,0,2,11.66666667
"HR","Bhiwani",2,"RURAL",62,60,0,11.66666667,0,0,0,2,11.66666667
"HR","Bhiwani",2,"RURAL",62,30,0,0,0,0,8.75,1,8.75
"HR","11",2,"RURAL",62,60,0,0,0,0,7.5,2,7.5
"HR","11",2,"RURAL",62,90,0,0,0,0,6,3,6
"HR","11",2,"RURAL",62,90,0,0,0,0,8.571428571,3,8.571428571
"HR","11",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","11",2,"RURAL",62,60,0,0,0,0,9.166666667,2,9.166666667
"HR","11",2,"RURAL",62,60,0,0,0,0,6.666666667,2,6.666666667
"HR","11",2,"RURAL",62,90,0,0,0,0,6.666666667,3,6.666666667
"HR","11",2,"RURAL",62,60,0,0,0,0,9,2,9
"HR","11",2,"RURAL",62,84,0,0,0,0,7.5,3,7.5
"HR","11",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","11",2,"RURAL",62,90,0,6.666666667,0,0,0,3,6.666666667
"HR","11",2,"RURAL",62,90,0,0,0,0,8.333333333,3,8.333333333
"HR","11",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","11",2,"RURAL",62,90,0,0,0,0,7.5,3,7.5
"HR","11",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","11",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,11.66666667,3,11.66666667
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,6.666666667,3,6.666666667
"HR","Hisar",2,"RURAL",62,90,0,8.75,0,0,0,3,8.75
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,13.33333333,2,13.33333333
"HR","Hisar",2,"RURAL",62,90,0,5.833333333,0,0,0.833333333,3,6.666666666
"HR","Hisar",2,"RURAL",62,90,0,8.75,0,0,0,3,8.75
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,15,3,15
"HR","11",2,"RURAL",62,60,0,0,0,0,6.25,2,6.25
"HR","11",2,"RURAL",62,60,0,0,0,0,8.571428571,2,8.571428571
"HR","11",2,"RURAL",62,60,0,0,0,0,8.333333333,3,8.333333333
"HR","11",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","11",2,"RURAL",62,60,0,0,0,0,20,2,20
"HR","11",2,"RURAL",62,60,0,0,0,0,12.5,2,12.5
"HR","11",2,"RURAL",62,90,0,8.75,0,0,0,3,8.75
"HR","11",2,"RURAL",62,90,0,11.66666667,0,0,0,3,11.66666667
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,11.66666667,2,11.66666667
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Hisar",2,"RURAL",62,52,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10.55555556,2,10.55555556
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,4.5,3,4.5
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10.90909091,2,10.90909091
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,11.42857143,2,11.42857143
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,6.818181818,2,6.818181818
"HR","10",2,"RURAL",62,60,0,3.5,0,0,5,2,8.5
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,90,0,0,0,0,7.142857143,3,7.142857143
"HR","10",2,"RURAL",62,90,0,0,0,0,6.666666667,3,6.666666667
"HR","10",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","10",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,8,3,8
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,13.33333333,2,13.33333333
"HR","Bhiwani",2,"RURAL",62,60,0,5.833333333,0,0,2.5,2,8.333333333
"HR","Bhiwani",2,"RURAL",62,60,0,8.75,0,0,0,2,8.75
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,11.42857143,2,11.42857143
"HR","Bhiwani",2,"RURAL",62,60,0,7,0,0,1,2,8
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,11.25,2,11.25
"HR","10",2,"RURAL",62,90,0,0,0,0,15,3,15
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,11.66666667,2,11.66666667
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,11.25,2,11.25
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,12.85714286,2,12.85714286
"HR","11",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","11",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","11",2,"RURAL",62,60,0,0,0,0,9,2,9
"HR","11",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","11",2,"RURAL",62,60,0,0,0,0,8.571428571,2,8.571428571
"HR","11",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","11",2,"RURAL",62,60,0,0,0,0,8.125,2,8.125
"HR","11",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,6.875,3,6.875
"HR","9",2,"RURAL",62,90,0,0,0,0,7.6,3,7.6
"HR","9",2,"RURAL",62,90,0,0,0,0,9.5,3,9.5
"HR","9",2,"RURAL",62,90,0,0,0,0,7.857142857,3,7.857142857
"HR","9",2,"RURAL",62,72,0,0,0,0,8.666666667,3,8.666666667
"HR","9",2,"RURAL",62,90,0,0,0,0,6,3,6
"HR","9",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","9",2,"RURAL",62,90,0,0,0,0,7.5,3,7.5
"HR","9",2,"RURAL",62,90,0,0,0,0,12.5,3,12.5
"HR","9",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","9",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","9",2,"RURAL",62,90,0,0,0,0,9,3,9
"HR","9",2,"RURAL",62,90,0,5.833333333,0,0,3.333333333,3,9.166666666
"HR","9",2,"RURAL",62,84,0,0,0,0,5,3,5
"HR","9",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","11",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","11",2,"RURAL",62,54,0,0,0,0,11.25,2,11.25
"HR","11",2,"RURAL",62,60,0,0,0,0,8.333333333,2,8.333333333
"HR","11",2,"RURAL",62,60,0,0,0,0,9.285714286,2,9.285714286
"HR","11",2,"RURAL",62,60,0,0,0,0,9.285714286,2,9.285714286
"HR","11",2,"RURAL",62,60,0,0,0,0,8.571428571,2,8.571428571
"HR","11",2,"RURAL",62,60,0,0,0,0,8.333333333,2,8.333333333
"HR","11",2,"RURAL",62,60,0,0,0,0,8.5,2,8.5
"HR","9",2,"RURAL",62,90,0,0,0,0,6.428571429,3,6.428571429
"HR","9",2,"RURAL",62,90,0,0,0,0,7.142857143,3,7.142857143
"HR","9",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","9",2,"RURAL",62,90,0,3.333333333,0,0,4.444444444,3,7.777777777
"HR","9",2,"RURAL",62,90,0,0,0,0,6.153846154,3,6.153846154
"HR","9",2,"RURAL",62,90,0,5,0,0,2.142857143,3,7.142857143
"HR","9",2,"RURAL",62,90,0,7,0,0,3,3,10
"HR","9",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","10",2,"RURAL",62,56,0,0,0,0,8,2,8
"HR","10",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","10",2,"RURAL",62,60,0,8.75,0,0,0,2,8.75
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,90,0,0,0,0,9,3,9
"HR","10",2,"RURAL",62,60,0,0,0,0,9,2,9
"HR","10",2,"RURAL",62,60,0,0,0,0,8.571428571,2,8.571428571
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","8",1,"RURAL",61,90,0,0,0,0,7.857142857,3,7.857142857
"HR","8",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","8",1,"RURAL",61,60,0,0,0,0,8,2,8
"HR","8",1,"RURAL",61,90,0,0,0,0,7.6,3,7.6
"HR","8",1,"RURAL",61,90,0,0,0,0,7.857142857,3,7.857142857
"HR","8",1,"RURAL",61,90,0,0,0,0,8.25,3,8.25
"HR","11",2,"RURAL",62,90,0,5,0,0.071428571,3.571428571,3,8.642857142
"HR","11",2,"RURAL",62,60,0,6.666666667,0,0,0,2,6.666666667
"HR","11",2,"RURAL",62,84,0,0,0,0.125,9.5,3,9.625
"HR","11",2,"RURAL",62,90,0,0,0,0.1,10,3,10.1
"HR","11",2,"RURAL",62,90,0,0,0,0,8.75,3,8.75
"HR","11",2,"RURAL",62,60,0,5.833333333,0,0,4.166666667,2,10
"HR","8",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","8",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","8",1,"RURAL",61,90,0,0,0,0,9.285714286,3,9.285714286
"HR","8",1,"RURAL",61,87,0,0,0,0,6.666666667,3,6.666666667
"HR","8",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","8",1,"RURAL",61,90,0,0,0,0,6.4,3,6.4
"HR","8",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","8",1,"RURAL",61,87,0,0,0,0,10,3,10
"HR","7",1,"RURAL",61,90,0,0,0,0,5.714285714,3,5.714285714
"HR","7",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","7",1,"RURAL",61,90,0,0,0,0,9.5,3,9.5
"HR","7",1,"RURAL",61,90,0,0,0,0,8.25,3,8.25
"HR","7",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","7",1,"RURAL",61,90,0,5.6,0,0,1.6,3,7.2
"HR","7",1,"RURAL",61,90,0,0,0,0,5.833333333,3,5.833333333
"HR","7",1,"RURAL",61,90,0,0,0,0,7.142857143,3,7.142857143
"HR","5",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","5",1,"RURAL",61,90,0,0,0,0,4.75,3,4.75
"HR","5",1,"RURAL",61,90,0,0,0,0,8.333333333,3,8.333333333
"HR","5",1,"RURAL",61,90,0,0,0,0,7.666666667,3,7.666666667
"HR","5",1,"RURAL",61,90,0,0,0,0,10.57142857,3,10.57142857
"HR","5",1,"RURAL",61,84,0,0,0,0,10.25,3,10.25
"HR","5",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","5",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","6",1,"RURAL",61,60,0,0,0,0,6.333333333,2,6.333333333
"HR","6",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","6",1,"RURAL",61,90,0,0,0,0,8.666666667,3,8.666666667
"HR","6",1,"RURAL",61,90,0,0,0,0,5.5,3,5.5
"HR","6",1,"RURAL",61,90,0,0,0,0,7.222222222,3,7.222222222
"HR","6",1,"RURAL",61,90,0,4.571428571,0,0,1.714285714,3,6.285714285
"HR","7",1,"RURAL",61,90,0,0,0,0,5.384615385,3,5.384615385
"HR","7",1,"RURAL",61,90,0,0,0,0,3.75,3,3.75
"HR","7",1,"RURAL",61,45,0,5.2,0,0,1.6,3,6.8
"HR","7",1,"RURAL",61,90,0,10,0,0,0,3,10
"HR","7",1,"RURAL",61,90,0,0,0,0.125,7.5,3,7.625
"HR","7",1,"RURAL",61,90,0,0,0,0,9.166666667,3,9.166666667
"HR","7",1,"RURAL",61,90,0,0,0,0,6.25,3,6.25
"HR","7",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","5",1,"RURAL",61,90,0,0,0,0,10.25,3,10.25
"HR","5",1,"RURAL",61,90,0,0,0,0,9.631578947,3,9.631578947
"HR","5",1,"RURAL",61,90,0,0,0,0,9.833333333,3,9.833333333
"HR","5",1,"RURAL",61,90,0,8.75,0,0,0,3,8.75
"HR","5",1,"RURAL",61,90,0,3.888888889,0,0,5.555555556,3,9.444444445
"HR","5",1,"RURAL",61,90,0,7,0,0,3.2,3,10.2
"HR","5",1,"RURAL",61,90,0,0,0,0,9.888888889,3,9.888888889
"HR","5",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","6",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","6",1,"RURAL",61,90,0,0,0,0.1,6,3,6.1
"HR","6",1,"RURAL",61,90,0,0,0,0.4,8,3,8.4
"HR","6",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","6",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","6",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","6",1,"RURAL",61,90,0,0,0,0,7.777777778,3,7.777777778
"HR","6",1,"RURAL",61,90,0,0,0,0,8.333333333,3,8.333333333
"HR","6",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","6",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","6",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","6",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","6",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","6",1,"RURAL",61,90,0,0,0,0,7.222222222,3,7.222222222
"HR","4",1,"RURAL",61,90,0,0,0,0,7.888888889,3,7.888888889
"HR","4",1,"RURAL",61,88,0,0,0,0,9.6,3,9.6
"HR","4",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","4",1,"RURAL",61,90,0,0,0,0,8.666666667,3,8.666666667
"HR","4",1,"RURAL",61,90,0,0,0,0,10.6,3,10.6
"HR","4",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","4",1,"RURAL",61,90,0,5.833333333,0,0,5.166666667,3,11
"HR","4",1,"RURAL",61,90,0,10.5,0,0,0,3,10.5
"HR","8",1,"RURAL",61,90,0,0,0,0,7,3,7
"HR","8",1,"RURAL",61,90,0,0,0,0,5.75,3,5.75
"HR","8",1,"RURAL",61,60,0,0,0,0,6,2,6
"HR","8",1,"RURAL",61,90,0,0,0,0,6.428571429,3,6.428571429
"HR","8",1,"RURAL",61,90,0,0,0,0,5,3,5
"HR","4",1,"RURAL",61,90,0,0,0,0,10.5,3,10.5
"HR","4",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","4",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","4",1,"RURAL",61,90,0,10,0,0,0,3,10
"HR","4",1,"RURAL",61,86,0,8.75,0,0,0,3,8.75
"HR","4",1,"RURAL",61,72,0,10,0,0,0,3,10
"HR","4",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","9",2,"RURAL",62,90,0,0,0,0,8.75,3,8.75
"HR","9",2,"RURAL",62,90,0,7,0,0,2,3,9
"HR","9",2,"RURAL",62,90,0,8.75,0,0,0,3,8.75
"HR","9",2,"RURAL",62,90,0,0,0,0,8.75,3,8.75
"HR","9",2,"RURAL",62,90,0,0,0,0,8.333333333,3,8.333333333
"HR","9",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","9",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","9",2,"RURAL",62,90,0,0,0,0,7.5,3,7.5
"HR","7",1,"RURAL",61,90,0,0,0,0,4.166666667,3,4.166666667
"HR","7",1,"RURAL",61,90,0,0,0,0.1,6,3,6.1
"HR","7",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","7",1,"RURAL",61,90,0,5.5,0,0,1.166666667,3,6.666666667
"HR","7",1,"RURAL",61,90,0,0,0,0,9,3,9
"HR","7",1,"RURAL",61,84,0,0,0,0,6.25,3,6.25
"HR","7",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","7",1,"RURAL",61,90,0,5,0,0,3,3,8
"HR","8",1,"RURAL",61,90,0,0,0,0,4,3,4
"HR","8",1,"RURAL",61,60,0,0,0,0,6.666666667,2,6.666666667
"HR","8",1,"RURAL",61,90,0,0,0,0,6,3,6
"HR","8",1,"RURAL",61,90,0,3.555555556,0,0,3.333333333,3,6.888888889
"HR","8",1,"RURAL",61,90,0,0,0,0,7.142857143,3,7.142857143
"HR","8",1,"RURAL",61,90,0,10,0,0,0,3,10
"HR","8",1,"RURAL",61,90,0,8.75,0,0,0,3,8.75
"HR","8",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","9",2,"RURAL",62,90,0,0,0,0,9,3,9
"HR","9",2,"RURAL",62,90,0,5.833333333,0,0,1.666666667,3,7.5
"HR","9",2,"RURAL",62,90,0,0,0,0,7.5,3,7.5
"HR","9",2,"RURAL",62,90,0,5,0,0,2.857142857,3,7.857142857
"HR","9",2,"RURAL",62,90,0,0,0,0,9.285714286,3,9.285714286
"HR","9",2,"RURAL",62,90,0,0,0,0,11,3,11
"HR","9",2,"RURAL",62,90,0,8.75,0,0,1.25,3,10
"HR","9",2,"RURAL",62,90,0,0,0,0,6.25,3,6.25
"HR","7",1,"RURAL",61,90,0,0,0,0,6,3,6
"HR","7",1,"RURAL",61,90,0,0,0,0,5,3,5
"HR","7",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","7",1,"RURAL",61,60,0,0,0,0,6,2,6
"HR","7",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","7",1,"RURAL",61,90,0,0,0,0,5,3,5
"HR","7",1,"RURAL",61,30,0,0,0,0,15,1,15
"HR","7",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","8",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","8",1,"RURAL",61,90,0,0,0,0,8.25,3,8.25
"HR","8",1,"RURAL",61,90,0,0,0,0,7.25,3,7.25
"HR","8",1,"RURAL",61,90,0,0,0,0,8.4,3,8.4
"HR","8",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","8",1,"RURAL",61,90,0,6.666666667,0,0,0,3,6.666666667
"HR","8",1,"RURAL",61,90,0,5.833333333,0,0,0.833333333,3,6.666666666
"HR","8",1,"RURAL",61,90,0,0,0,0,5.875,3,5.875
"HR","8",1,"RURAL",61,90,0,0,0,0.019230769,6.923076923,3,6.942307692
"HR","8",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","8",1,"RURAL",61,90,0,0,0,0,6,3,6
"HR","6",1,"RURAL",61,90,0,5.833333333,0,0,0.833333333,3,6.666666666
"HR","6",1,"RURAL",61,90,0,5.833333333,0,0,1.666666667,3,7.5
"HR","6",1,"RURAL",61,90,0,0,0,0,7,3,7
"HR","6",1,"RURAL",61,90,0,0,0,0,9,3,9
"HR","6",1,"RURAL",61,90,0,0,0,0,11.66666667,3,11.66666667
"HR","6",1,"RURAL",61,84,0,8.75,0,0,0,3,8.75
"HR","6",1,"RURAL",61,90,0,5,0,0,1.428571429,3,6.428571429
"HR","6",1,"RURAL",61,90,0,7,0,0,2,3,9
"HR","9",2,"RURAL",62,90,0,0,0,0,7.5,3,7.5
"HR","9",2,"RURAL",62,90,0,0,0,0,9.333333333,3,9.333333333
"HR","9",2,"RURAL",62,90,0,0,0,0,7.272727273,3,7.272727273
"HR","9",2,"RURAL",62,90,0,0,0,0,7.142857143,3,7.142857143
"HR","9",2,"RURAL",62,90,0,0,0,0,8.888888889,3,8.888888889
"HR","9",2,"RURAL",62,90,0,0,0,0,6.857142857,3,6.857142857
"HR","9",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","9",2,"RURAL",62,90,0,0,0,0,8.75,3,8.75
"HR","6",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","6",1,"RURAL",61,90,0,0,0,0,3.333333333,3,3.333333333
"HR","6",1,"RURAL",61,90,0,0,0,0.125,7.5,3,7.625
"HR","6",1,"RURAL",61,90,0,0,0,0.166666667,6.666666667,3,6.833333334
"HR","6",1,"RURAL",61,90,0,0,0,0.25,6.666666667,3,6.916666667
"HR","6",1,"RURAL",61,90,0,0,0,0,3.5,3,3.5
"HR","6",1,"RURAL",61,90,0,0,0,0.1,8,3,8.1
"HR","5",1,"RURAL",61,90,0,0,0,0,11.25,3,11.25
"HR","5",1,"RURAL",61,90,0,0,0,0,5.625,3,5.625
"HR","5",1,"RURAL",61,90,0,0,0,0,8.333333333,3,8.333333333
